Error_Rate (%),Task_Start_Time,Task_End_Time,CPU_Utilization (%),Memory_Consumption (MB),Task_Execution_Time (ms),System_Throughput (tasks/sec),Task_Waiting_Time (ms),Data_Source,Number_of_Active_Users,Network_Bandwidth_Utilization (Mbps),Job_Priority,Scheduler_Type,Resource_Allocation_Type
3.52,01-01-2024 07:00,01-01-2024 07:00,73.33,7502,4487,5.74,143,Enterprise DB,4730,420.39,High,FCFS,Static
2.84,01-01-2024 07:01,01-01-2024 07:01,73.17,5451,1587,4.79,229,Social Media,2719,505.97,Low,ASB-Dynamic-CapsNet,Dynamic
2.55,01-01-2024 07:02,01-01-2024 07:02,17.3,4257,3975,0.65,172,Cloud,2318,703.48,Low,ASB-Dynamic-CapsNet,Static
1.46,01-01-2024 07:03,01-01-2024 07:03,49.55,5789,3731,8.33,980,Cloud,2106,40.84,High,FCFS,Dynamic
1.49,01-01-2024 07:04,01-01-2024 07:04,14.6,7757,4292,8.85,657,Social Media,4977,891.9,High,FCFS,Static
1.12,01-01-2024 07:05,01-01-2024 07:05,53.96,5156,4058,6.98,578,Cloud,2472,772.12,Medium,Priority-Based,Static
1.93,01-01-2024 07:06,01-01-2024 07:06,45.32,6065,3497,5.64,511,Social Media,4679,256.92,High,Priority-Based,Static
0.63,01-01-2024 07:07,01-01-2024 07:07,81.02,6937,173,9.63,955,Social Media,3536,981.37,Low,Round Robin,Dynamic
1.94,01-01-2024 07:08,01-01-2024 07:08,38.07,1418,1459,1.64,698,IoT,2799,187.6,Medium,Priority-Based,Static
4.17,01-01-2024 07:09,01-01-2024 07:09,19.37,1673,1191,7.51,124,Social Media,4091,914.95,Medium,ASB-Dynamic-CapsNet,Static
4.35,01-01-2024 07:10,01-01-2024 07:10,21.44,3703,4953,1.72,508,Cloud,2874,331.23,Low,ASB-Dynamic-CapsNet,Dynamic
3.21,01-01-2024 07:11,01-01-2024 07:11,70.92,932,2041,4.13,481,Social Media,1455,765.52,High,FCFS,Static
1.28,01-01-2024 07:12,01-01-2024 07:12,59.46,6702,3248,6.06,158,IoT,1936,461.81,Medium,Round Robin,Static
1.2,01-01-2024 07:13,01-01-2024 07:13,18.09,5564,4403,7.5,250,IoT,3037,739.1,Low,Priority-Based,Static
1.39,01-01-2024 07:14,01-01-2024 07:14,16.73,1335,1344,0.54,132,Enterprise DB,3625,164.23,Low,Round Robin,Static
2.5,01-01-2024 07:15,01-01-2024 07:15,66.08,2746,1385,2.98,813,Cloud,4592,276.81,Low,ASB-Dynamic-CapsNet,Static
4.88,01-01-2024 07:16,01-01-2024 07:16,15.82,2762,4605,5.61,848,Social Media,2777,108.86,High,ASB-Dynamic-CapsNet,Static
0.55,01-01-2024 07:17,01-01-2024 07:17,75.75,1397,3136,5.56,78,Cloud,4770,866.49,High,Priority-Based,Dynamic
2.5,01-01-2024 07:18,01-01-2024 07:18,66.5,4132,870,6.56,835,Cloud,1913,303.33,High,Priority-Based,Static
3.41,01-01-2024 07:19,01-01-2024 07:19,16.51,5067,1943,3.39,72,Social Media,2403,697.53,High,Priority-Based,Dynamic
1.23,01-01-2024 07:20,01-01-2024 07:20,16.79,4315,173,5.64,742,IoT,2946,822.02,Low,FCFS,Dynamic
4.85,01-01-2024 07:21,01-01-2024 07:21,88.93,746,1760,2.3,25,Cloud,4877,902.4,Medium,ASB-Dynamic-CapsNet,Dynamic
1.75,01-01-2024 07:22,01-01-2024 07:22,39.94,2929,4449,2.28,399,Enterprise DB,2551,115.23,Low,FCFS,Dynamic
4.66,01-01-2024 07:23,01-01-2024 07:23,39.65,1490,919,5.98,599,Cloud,987,894.08,Medium,ASB-Dynamic-CapsNet,Static
2.99,01-01-2024 07:24,01-01-2024 07:24,75.02,3810,3918,7.01,643,IoT,2130,205.28,Medium,Priority-Based,Static
0.02,01-01-2024 07:25,01-01-2024 07:25,85.78,1426,431,1.64,957,Enterprise DB,1805,739.53,Medium,ASB-Dynamic-CapsNet,Dynamic
1.56,01-01-2024 07:26,01-01-2024 07:26,88.88,3938,1521,1.67,267,Enterprise DB,3440,731.56,High,ASB-Dynamic-CapsNet,Dynamic
0.11,01-01-2024 07:27,01-01-2024 07:27,70.27,5787,3755,5.87,226,Enterprise DB,1266,18.42,Low,Round Robin,Static
1.91,01-01-2024 07:28,01-01-2024 07:28,40.1,3107,1791,3.07,488,Enterprise DB,1253,228.42,Medium,ASB-Dynamic-CapsNet,Static
4.66,01-01-2024 07:29,01-01-2024 07:29,16.68,1574,4650,4.23,123,Social Media,1940,496.99,Low,ASB-Dynamic-CapsNet,Static
3.9,01-01-2024 07:30,01-01-2024 07:30,72.17,6430,4508,4.31,891,Social Media,3081,425.83,High,Round Robin,Dynamic
3.1,01-01-2024 07:31,01-01-2024 07:31,54.67,4522,327,2.2,982,Social Media,440,919.39,Medium,Priority-Based,Dynamic
2.69,01-01-2024 07:32,01-01-2024 07:32,43.94,4299,2981,0.51,389,Enterprise DB,2561,366.14,High,Round Robin,Dynamic
1.86,01-01-2024 07:33,01-01-2024 07:33,82.51,5284,2965,8.6,667,IoT,3027,937.61,High,Priority-Based,Static
1.06,01-01-2024 07:34,01-01-2024 07:34,18.9,7023,2675,7.29,986,Cloud,3796,464.84,Low,Priority-Based,Dynamic
0.31,01-01-2024 07:35,01-01-2024 07:35,49.41,7117,4622,7.06,246,Enterprise DB,148,964.71,Medium,Priority-Based,Dynamic
0.95,01-01-2024 07:36,01-01-2024 07:36,10.91,3651,564,5.69,485,IoT,2245,739.98,High,ASB-Dynamic-CapsNet,Static
1.76,01-01-2024 07:37,01-01-2024 07:37,47.49,7340,377,7.16,981,Cloud,4715,831.04,Low,Round Robin,Static
2.6,01-01-2024 07:38,01-01-2024 07:38,14.5,3938,4214,9.39,940,Enterprise DB,4872,113.83,Medium,Round Robin,Static
1.02,01-01-2024 07:39,01-01-2024 07:39,19.51,6080,165,6.82,607,Cloud,1051,590.28,Medium,Round Robin,Static
4.87,01-01-2024 07:40,01-01-2024 07:40,19.4,7554,4362,3.02,688,Social Media,1620,151.27,High,Round Robin,Static
0.38,01-01-2024 07:41,01-01-2024 07:41,61.94,5555,502,5.92,138,Social Media,4448,304.64,High,FCFS,Dynamic
0.47,01-01-2024 07:42,01-01-2024 07:42,69.68,5073,4083,4.7,519,Social Media,3679,627.33,High,ASB-Dynamic-CapsNet,Dynamic
3.41,01-01-2024 07:43,01-01-2024 07:43,56.67,7647,4604,5.79,174,IoT,1113,728.96,High,FCFS,Static
3.78,01-01-2024 07:44,01-01-2024 07:44,86.97,7569,3578,5.42,286,Social Media,688,48.79,Medium,ASB-Dynamic-CapsNet,Dynamic
4.86,01-01-2024 07:45,01-01-2024 07:45,39.99,3991,3544,8.66,266,IoT,2792,535.63,High,Round Robin,Static
2.65,01-01-2024 07:46,01-01-2024 07:46,32.86,1206,4792,6.69,141,Social Media,1192,569.66,High,FCFS,Dynamic
0.83,01-01-2024 07:47,01-01-2024 07:47,79.49,7881,4519,2.29,579,Social Media,2170,88.04,High,Priority-Based,Static
4.69,01-01-2024 07:48,01-01-2024 07:48,27.89,7497,3139,1.1,266,Social Media,601,505.68,Medium,Round Robin,Static
4.9,01-01-2024 07:49,01-01-2024 07:49,87.06,5733,1537,4.53,150,IoT,3325,716.7,Low,Round Robin,Dynamic
4.62,01-01-2024 07:50,01-01-2024 07:50,10.97,3564,528,0.65,695,Cloud,1026,62.7,Low,Priority-Based,Static
4.36,01-01-2024 07:51,01-01-2024 07:51,87.59,1253,2782,3.52,696,IoT,4241,762.67,Medium,Round Robin,Static
0.39,01-01-2024 07:52,01-01-2024 07:52,13.45,7146,2877,4,218,Enterprise DB,3400,580.66,Low,ASB-Dynamic-CapsNet,Static
4.27,01-01-2024 07:53,01-01-2024 07:53,81.29,6255,3478,4.07,725,Enterprise DB,3264,834.89,Medium,Round Robin,Dynamic
4.77,01-01-2024 07:54,01-01-2024 07:54,52.22,7460,492,9.8,528,IoT,3597,225.88,High,ASB-Dynamic-CapsNet,Dynamic
2.76,01-01-2024 07:55,01-01-2024 07:55,89.44,1087,4641,3.39,60,IoT,2981,834.94,Low,ASB-Dynamic-CapsNet,Static
3.86,01-01-2024 07:56,01-01-2024 07:56,15.9,1834,441,3.02,512,Cloud,4119,103.62,Medium,Round Robin,Dynamic
3.3,01-01-2024 07:57,01-01-2024 07:57,54.31,6088,232,1.73,268,IoT,4035,409.79,Medium,Priority-Based,Dynamic
1.44,01-01-2024 07:58,01-01-2024 07:58,87.54,2347,364,5.35,187,Social Media,4191,207.49,High,ASB-Dynamic-CapsNet,Static
2.94,01-01-2024 07:59,01-01-2024 07:59,51.85,7351,4288,1.96,931,Cloud,395,877.26,Medium,FCFS,Dynamic
4.45,01-01-2024 08:00,01-01-2024 08:00,60.35,4434,1785,6.35,552,IoT,4992,707.87,Low,ASB-Dynamic-CapsNet,Static
2.48,01-01-2024 08:01,01-01-2024 08:01,65.66,7711,1534,1.97,365,IoT,2992,35.11,High,Priority-Based,Static
2.95,01-01-2024 08:02,01-01-2024 08:02,46.36,4426,1760,5.98,327,Enterprise DB,1126,19.43,Medium,Round Robin,Static
2.66,01-01-2024 08:03,01-01-2024 08:03,60.2,3817,3917,8.35,675,Cloud,1221,298.34,High,Priority-Based,Static
1.41,01-01-2024 08:04,01-01-2024 08:04,56.75,4520,2454,0.9,972,Enterprise DB,3820,151.85,Medium,Priority-Based,Dynamic
3.22,01-01-2024 08:05,01-01-2024 08:05,82.09,3655,365,4.49,373,IoT,3211,634,Low,Round Robin,Static
2.55,01-01-2024 08:06,01-01-2024 08:06,13.64,4802,4841,4.88,64,Cloud,282,667.16,Low,FCFS,Dynamic
1.16,01-01-2024 08:07,01-01-2024 08:07,32.48,2698,1236,8.02,165,Social Media,3848,942.53,High,FCFS,Dynamic
4.48,01-01-2024 08:08,01-01-2024 08:08,86.03,7311,4649,4.95,53,IoT,4196,952.52,Medium,ASB-Dynamic-CapsNet,Dynamic
4.75,01-01-2024 08:09,01-01-2024 08:09,81.22,7171,1490,5.89,602,IoT,4810,662.31,High,ASB-Dynamic-CapsNet,Static
0.28,01-01-2024 08:10,01-01-2024 08:10,46.45,664,1212,8.02,687,Enterprise DB,3957,15.62,High,FCFS,Static
3.11,01-01-2024 08:11,01-01-2024 08:11,59.61,7560,2334,5.82,551,Social Media,3749,365.41,Low,Round Robin,Static
2.08,01-01-2024 08:12,01-01-2024 08:12,32.19,2498,2966,3.9,331,IoT,500,518.01,High,Priority-Based,Static
2.63,01-01-2024 08:13,01-01-2024 08:13,25.05,7812,3168,1.32,657,Enterprise DB,1412,504.19,Medium,Round Robin,Static
1.87,01-01-2024 08:14,01-01-2024 08:14,47.1,3557,2279,7.43,23,Enterprise DB,400,607.31,Low,Priority-Based,Static
2.37,01-01-2024 08:15,01-01-2024 08:15,38.27,2584,734,8.78,366,IoT,2746,960.95,Medium,Priority-Based,Static
1.62,01-01-2024 08:16,01-01-2024 08:16,56.69,4928,3731,9.72,492,Cloud,1358,886.34,High,FCFS,Dynamic
0.59,01-01-2024 08:17,01-01-2024 08:17,16.22,902,1499,9.3,627,IoT,4054,117.82,Low,FCFS,Dynamic
1.51,01-01-2024 08:18,01-01-2024 08:18,87.95,913,4886,8.08,368,Social Media,2975,273.32,Medium,Round Robin,Static
3.35,01-01-2024 08:19,01-01-2024 08:19,88.9,544,2839,6.61,327,IoT,4728,834.78,Medium,Priority-Based,Static
0.25,01-01-2024 08:20,01-01-2024 08:20,65.85,6849,3270,7.92,84,Cloud,294,826.06,High,Round Robin,Dynamic
1.91,01-01-2024 08:21,01-01-2024 08:21,52.89,4657,1965,4.6,968,Enterprise DB,4695,282.62,Medium,ASB-Dynamic-CapsNet,Static
0.21,01-01-2024 08:22,01-01-2024 08:22,34.76,2967,2055,6.15,600,Social Media,4873,733.28,High,FCFS,Dynamic
1.78,01-01-2024 08:23,01-01-2024 08:23,75.1,1367,4777,3.81,203,Social Media,4784,675.32,High,FCFS,Dynamic
0.44,01-01-2024 08:24,01-01-2024 08:24,64.78,6087,2318,3.6,372,Social Media,4729,478.79,High,Priority-Based,Static
1.7,01-01-2024 08:25,01-01-2024 08:25,23.01,7463,1489,7.69,105,Social Media,2323,209.44,High,FCFS,Static
4.19,01-01-2024 08:26,01-01-2024 08:26,82.87,518,4979,4.81,49,Cloud,490,889.76,Low,Round Robin,Dynamic
3.07,01-01-2024 08:27,01-01-2024 08:27,75.8,864,3230,2.52,777,Cloud,3595,681.07,Medium,Priority-Based,Dynamic
3.41,01-01-2024 08:28,01-01-2024 08:28,85.98,7967,4376,2.42,406,Cloud,1517,177.3,Medium,Priority-Based,Static
2.52,01-01-2024 08:29,01-01-2024 08:29,68.06,7674,4214,8.66,116,Cloud,461,707.75,Low,ASB-Dynamic-CapsNet,Dynamic
4.61,01-01-2024 08:30,01-01-2024 08:30,59.07,4332,1349,6.94,26,Enterprise DB,863,744.02,High,Round Robin,Static
2.71,01-01-2024 08:31,01-01-2024 08:31,43.46,7071,3266,5.69,536,IoT,4391,888.01,High,Priority-Based,Static
0.52,01-01-2024 08:32,01-01-2024 08:32,84.62,5736,1345,4.31,938,Cloud,4728,230.61,High,FCFS,Static
4.67,01-01-2024 08:33,01-01-2024 08:33,79.29,1079,153,4.59,793,IoT,1780,988.87,High,FCFS,Static
0.67,01-01-2024 08:34,01-01-2024 08:34,13.62,1045,3010,1.05,508,Social Media,2024,161.86,Low,Priority-Based,Dynamic
5,01-01-2024 08:35,01-01-2024 08:35,12.11,6325,2496,4.82,534,Enterprise DB,599,604.68,Medium,FCFS,Static
2.18,01-01-2024 08:36,01-01-2024 08:36,40.12,6968,542,8.06,768,Enterprise DB,1987,660.6,High,Priority-Based,Static
0.37,01-01-2024 08:37,01-01-2024 08:37,74.84,4650,4775,4.19,735,IoT,253,424.76,High,Priority-Based,Dynamic
4.32,01-01-2024 08:38,01-01-2024 08:38,88.98,5373,3711,4.14,672,IoT,4496,480.29,High,Priority-Based,Dynamic
0.46,01-01-2024 08:39,01-01-2024 08:39,22.03,3539,4477,0.65,813,IoT,4464,892,Medium,FCFS,Dynamic
0.87,01-01-2024 08:40,01-01-2024 08:40,57.53,4637,2507,4.85,52,Enterprise DB,3638,648.82,Medium,FCFS,Static
2.09,01-01-2024 08:41,01-01-2024 08:41,40.47,5916,922,0.74,955,Cloud,2586,502.03,Low,Round Robin,Dynamic
3.38,01-01-2024 08:42,01-01-2024 08:42,87.59,4544,3802,5.92,635,Enterprise DB,156,137.07,Medium,ASB-Dynamic-CapsNet,Dynamic
0.61,01-01-2024 08:43,01-01-2024 08:43,77.37,4826,3039,5.31,851,Cloud,3861,17.26,Medium,FCFS,Static
3.11,01-01-2024 08:44,01-01-2024 08:44,77.07,952,4836,8.48,602,Social Media,2751,133.72,High,Priority-Based,Dynamic
3.9,01-01-2024 08:45,01-01-2024 08:45,47.5,4461,1131,6.03,359,Cloud,3947,956.62,Medium,FCFS,Dynamic
0.62,01-01-2024 08:46,01-01-2024 08:46,43.19,7037,2116,3.57,662,IoT,2269,766.45,High,FCFS,Dynamic
3.24,01-01-2024 08:47,01-01-2024 08:47,31.87,6141,662,5.4,39,Cloud,3986,967.45,Low,Priority-Based,Dynamic
4.79,01-01-2024 08:48,01-01-2024 08:48,14.51,1881,2638,7.15,450,Cloud,4140,45.35,High,Round Robin,Static
4.84,01-01-2024 08:49,01-01-2024 08:49,79.18,1967,440,1.39,551,Enterprise DB,1007,683.42,Low,Priority-Based,Static
0.81,01-01-2024 08:50,01-01-2024 08:50,75.03,5747,4667,6.4,464,IoT,2625,53.85,Medium,Round Robin,Static
3.8,01-01-2024 08:51,01-01-2024 08:51,89.98,3238,3875,9.21,787,Social Media,2417,784.24,Low,FCFS,Dynamic
4.23,01-01-2024 08:52,01-01-2024 08:52,89.73,7035,2396,3.34,620,Cloud,1110,387.14,High,Priority-Based,Dynamic
4.44,01-01-2024 08:53,01-01-2024 08:53,54.43,1716,334,6.45,971,Social Media,2596,104.81,Medium,FCFS,Dynamic
1.62,01-01-2024 08:54,01-01-2024 08:54,71.52,7247,1216,8.3,103,IoT,3786,572.37,Medium,Priority-Based,Static
1.35,01-01-2024 08:55,01-01-2024 08:55,85.58,1380,2008,5.36,732,Cloud,3816,287.32,High,FCFS,Dynamic
0.24,01-01-2024 08:56,01-01-2024 08:56,77.97,4314,1517,7.32,304,Enterprise DB,1722,662.98,Medium,FCFS,Static
2,01-01-2024 08:57,01-01-2024 08:57,29.79,3649,1391,3.45,558,Social Media,451,661.59,High,FCFS,Static
0.62,01-01-2024 08:58,01-01-2024 08:58,46.04,584,3588,3.41,908,Enterprise DB,651,707.96,Low,Priority-Based,Dynamic
3.93,01-01-2024 08:59,01-01-2024 08:59,20.33,5649,4827,6.84,98,Social Media,3049,992.54,Low,Round Robin,Dynamic
0.71,01-01-2024 09:00,01-01-2024 09:00,86.32,4644,3754,7.2,939,IoT,4363,392.83,Medium,FCFS,Dynamic
4.09,01-01-2024 09:01,01-01-2024 09:01,58.49,1668,628,9.4,512,Cloud,4331,470.66,High,Priority-Based,Static
0.54,01-01-2024 09:02,01-01-2024 09:02,28.29,4664,3424,2.64,776,Social Media,3502,806.57,High,Priority-Based,Dynamic
2.4,01-01-2024 09:03,01-01-2024 09:03,63.74,3629,2080,4.95,223,Enterprise DB,3684,582.59,Low,FCFS,Dynamic
1.92,01-01-2024 09:04,01-01-2024 09:04,59.45,7340,3039,2.88,431,Social Media,337,46.88,High,FCFS,Dynamic
3.01,01-01-2024 09:05,01-01-2024 09:05,38.65,4145,1429,1.26,535,Social Media,137,844.65,Medium,Round Robin,Dynamic
2.59,01-01-2024 09:06,01-01-2024 09:06,19.08,3026,1333,4.33,201,Social Media,2255,60.98,Medium,FCFS,Dynamic
2.99,01-01-2024 09:07,01-01-2024 09:07,63.73,3367,1853,4.05,816,Social Media,3017,179.11,Low,Round Robin,Static
0,01-01-2024 09:08,01-01-2024 09:08,51.62,4016,2900,3.07,703,Social Media,4300,111.06,High,ASB-Dynamic-CapsNet,Dynamic
0.64,01-01-2024 09:09,01-01-2024 09:09,71.79,3867,3033,3.32,651,Social Media,3584,87.15,Medium,Priority-Based,Static
2.59,01-01-2024 09:10,01-01-2024 09:10,51.61,6297,2859,3.92,233,Enterprise DB,269,35.43,Medium,Round Robin,Static
1.15,01-01-2024 09:11,01-01-2024 09:11,78.17,7838,2875,9.89,564,Social Media,1532,64.48,Medium,FCFS,Dynamic
0.38,01-01-2024 09:12,01-01-2024 09:12,54.15,6194,3587,7.94,702,Social Media,3288,448.01,High,Round Robin,Static
1.09,01-01-2024 09:13,01-01-2024 09:13,54.88,2694,3950,1.18,396,Social Media,371,260.32,Low,FCFS,Static
3.9,01-01-2024 09:14,01-01-2024 09:14,80.13,4055,2627,8.79,690,Cloud,2788,135.27,Low,Round Robin,Dynamic
2.71,01-01-2024 09:15,01-01-2024 09:15,42.28,7973,990,6.52,785,IoT,4986,662.12,Medium,Priority-Based,Static
0.95,01-01-2024 09:16,01-01-2024 09:16,20.72,6465,2165,8.96,483,IoT,1886,233.85,Low,Round Robin,Static
0.08,01-01-2024 09:17,01-01-2024 09:17,12.3,5611,1288,3.75,617,IoT,2609,28.76,Medium,ASB-Dynamic-CapsNet,Static
1.79,01-01-2024 09:18,01-01-2024 09:18,70.41,7252,4397,4.91,212,Enterprise DB,1618,424.24,Medium,Priority-Based,Static
1.79,01-01-2024 09:19,01-01-2024 09:19,59.62,945,840,9.01,456,Enterprise DB,2372,317.33,High,Round Robin,Dynamic
3.68,01-01-2024 09:20,01-01-2024 09:20,66.33,6864,1469,3.09,842,Enterprise DB,4770,325.42,Medium,ASB-Dynamic-CapsNet,Static
4.6,01-01-2024 09:21,01-01-2024 09:21,27.04,4126,1489,9.2,856,Social Media,3013,450.82,Medium,ASB-Dynamic-CapsNet,Dynamic
1.86,01-01-2024 09:22,01-01-2024 09:22,20.91,4516,2100,8.37,909,IoT,402,672.22,High,Round Robin,Static
3.44,01-01-2024 09:23,01-01-2024 09:23,11.16,4375,1571,9.82,77,Social Media,1078,620.31,High,Priority-Based,Static
3.17,01-01-2024 09:24,01-01-2024 09:24,38.05,5997,1636,3.58,101,Cloud,4620,937.89,Low,Round Robin,Dynamic
2.11,01-01-2024 09:25,01-01-2024 09:25,57.19,3837,418,2.74,787,IoT,2059,522.54,High,Priority-Based,Static
0.33,01-01-2024 09:26,01-01-2024 09:26,41.38,6738,2364,3.64,852,Cloud,977,477.84,Medium,Priority-Based,Static
2.37,01-01-2024 09:27,01-01-2024 09:27,45,761,1994,9.57,187,Cloud,79,221.28,High,Round Robin,Dynamic
1.77,01-01-2024 09:28,01-01-2024 09:28,82.33,2348,3811,3.66,672,Social Media,2590,757.83,High,ASB-Dynamic-CapsNet,Dynamic
2.75,01-01-2024 09:29,01-01-2024 09:29,37.86,5492,4919,5.87,838,IoT,3869,149.37,Low,Priority-Based,Dynamic
0.63,01-01-2024 09:30,01-01-2024 09:30,51.12,5690,2922,4.33,568,Cloud,544,496.22,High,FCFS,Dynamic
3.62,01-01-2024 09:31,01-01-2024 09:31,72.69,4525,4608,4.26,12,IoT,4533,427.11,Medium,FCFS,Dynamic
3.94,01-01-2024 09:32,01-01-2024 09:32,41.72,2766,1375,2.34,112,Cloud,922,661.72,Medium,ASB-Dynamic-CapsNet,Dynamic
1.94,01-01-2024 09:33,01-01-2024 09:33,59.77,6152,3183,5.6,282,Cloud,884,918.45,Medium,ASB-Dynamic-CapsNet,Dynamic
0.88,01-01-2024 09:34,01-01-2024 09:34,78.99,591,500,8.57,543,Social Media,3374,947.13,High,Round Robin,Dynamic
3.12,01-01-2024 09:35,01-01-2024 09:35,85.96,4722,823,0.97,125,IoT,679,176.12,High,Priority-Based,Static
4.78,01-01-2024 09:36,01-01-2024 09:36,21.77,4675,2429,8.95,868,Social Media,3036,269.2,Medium,Round Robin,Dynamic
3.5,01-01-2024 09:37,01-01-2024 09:37,84.13,6443,1235,6.82,921,Social Media,79,813.52,High,FCFS,Static
0.62,01-01-2024 09:38,01-01-2024 09:38,49.37,3809,2870,6.36,473,Social Media,3832,523.1,Low,FCFS,Static
1.99,01-01-2024 09:39,01-01-2024 09:39,30.66,1482,4946,6.45,113,Social Media,856,458.5,Low,Priority-Based,Static
4.58,01-01-2024 09:40,01-01-2024 09:40,46.73,3943,367,3.31,268,Social Media,2018,713.52,Low,Priority-Based,Dynamic
3.17,01-01-2024 09:41,01-01-2024 09:41,88.4,5511,669,4.44,317,Cloud,3518,605.91,Low,FCFS,Dynamic
0.74,01-01-2024 09:42,01-01-2024 09:42,49.41,3033,2656,8.09,376,IoT,3630,971.01,Medium,Round Robin,Static
3.62,01-01-2024 09:43,01-01-2024 09:43,36.3,1193,2073,3.41,938,IoT,2010,588.13,High,Priority-Based,Dynamic
1.77,01-01-2024 09:44,01-01-2024 09:44,60.67,4620,645,4.97,819,Social Media,4389,471.31,Low,Round Robin,Dynamic
2.45,01-01-2024 09:45,01-01-2024 09:45,29.21,655,2922,0.69,651,IoT,270,547.39,Medium,Priority-Based,Dynamic
2.08,01-01-2024 09:46,01-01-2024 09:46,16.07,4088,4560,7.47,816,Cloud,1393,810.45,Low,ASB-Dynamic-CapsNet,Dynamic
3.63,01-01-2024 09:47,01-01-2024 09:47,20.31,7275,4742,4.47,311,Social Media,4676,616.55,High,Round Robin,Static
1.09,01-01-2024 09:48,01-01-2024 09:48,20.24,2312,370,5.49,569,Enterprise DB,2312,650.58,Low,FCFS,Dynamic
1.94,01-01-2024 09:49,01-01-2024 09:49,22.15,6149,838,1.59,36,Enterprise DB,2464,971.72,Low,ASB-Dynamic-CapsNet,Static
3.72,01-01-2024 09:50,01-01-2024 09:50,21.11,6562,1357,9.92,517,Cloud,2211,622.21,Low,Round Robin,Dynamic
3.52,01-01-2024 09:51,01-01-2024 09:51,61.27,6329,158,3.37,536,Cloud,4170,386.48,Low,Priority-Based,Static
1.01,01-01-2024 09:52,01-01-2024 09:52,24.55,5676,4281,6.53,784,Enterprise DB,3031,694.41,High,FCFS,Static
1.75,01-01-2024 09:53,01-01-2024 09:53,37.65,6224,4958,6.02,374,Social Media,907,662.86,Medium,Priority-Based,Dynamic
0.07,01-01-2024 09:54,01-01-2024 09:54,81.74,4614,489,7.96,962,Cloud,822,23.71,Low,Round Robin,Dynamic
2.65,01-01-2024 09:55,01-01-2024 09:55,47.92,1907,818,3.29,307,Enterprise DB,2542,472.66,Medium,ASB-Dynamic-CapsNet,Static
1.4,01-01-2024 09:56,01-01-2024 09:56,63.4,1716,4344,7.68,786,Social Media,69,745.47,High,Round Robin,Static
0.06,01-01-2024 09:57,01-01-2024 09:57,23.79,6880,4778,4.13,370,Cloud,855,504.05,High,FCFS,Dynamic
2.12,01-01-2024 09:58,01-01-2024 09:58,25.38,1910,220,4.41,655,IoT,1430,781.82,Low,ASB-Dynamic-CapsNet,Dynamic
4.63,01-01-2024 09:59,01-01-2024 09:59,13.27,3997,2752,6.89,513,IoT,2225,456.37,Medium,FCFS,Dynamic
4.62,01-01-2024 10:00,01-01-2024 10:00,23.51,4872,2403,7.95,962,IoT,2455,983.49,Low,Priority-Based,Dynamic
1.86,01-01-2024 10:01,01-01-2024 10:01,32.29,7894,4961,6.84,597,Social Media,3413,299.96,High,ASB-Dynamic-CapsNet,Static
2.25,01-01-2024 10:02,01-01-2024 10:02,24.16,5340,3011,9.05,39,Cloud,3476,101.2,Low,Round Robin,Dynamic
1.21,01-01-2024 10:03,01-01-2024 10:03,17.1,1051,899,3.21,448,Enterprise DB,930,435.71,Low,Priority-Based,Dynamic
0.34,01-01-2024 10:04,01-01-2024 10:04,19.65,3894,3480,9.06,349,Cloud,3158,546.29,Medium,Priority-Based,Dynamic
3.47,01-01-2024 10:05,01-01-2024 10:05,46.86,1676,2206,1.74,135,IoT,1383,355.6,High,Round Robin,Static
4,01-01-2024 10:06,01-01-2024 10:06,26.51,5234,1209,6.77,605,IoT,1734,249.86,Low,Priority-Based,Dynamic
4.4,01-01-2024 10:07,01-01-2024 10:07,39.14,4832,1350,5.7,575,Social Media,3014,675.34,Low,FCFS,Static
4.68,01-01-2024 10:08,01-01-2024 10:08,50.27,1497,2740,5.2,375,Enterprise DB,1655,383.35,Low,Round Robin,Dynamic
4.58,01-01-2024 10:09,01-01-2024 10:09,65.23,4576,1749,3.45,804,Social Media,2607,635.05,Medium,Priority-Based,Static
0.14,01-01-2024 10:10,01-01-2024 10:10,13.14,6698,1445,5.29,861,Enterprise DB,493,781.28,High,ASB-Dynamic-CapsNet,Static
4.89,01-01-2024 10:11,01-01-2024 10:11,73.95,6599,3056,2.04,452,Cloud,2092,763.39,Low,Round Robin,Dynamic
1.9,01-01-2024 10:12,01-01-2024 10:12,60.23,6055,2546,4.01,272,Social Media,828,381.56,Low,Round Robin,Static
4.43,01-01-2024 10:13,01-01-2024 10:13,16.54,3231,3464,1.44,945,Social Media,3209,572.22,Low,Priority-Based,Static
2.2,01-01-2024 10:14,01-01-2024 10:14,79.89,6752,584,5.93,881,Social Media,1796,455.16,High,Round Robin,Dynamic
2.11,01-01-2024 10:15,01-01-2024 10:15,83.67,4437,902,1.41,231,IoT,3990,872.1,Medium,Round Robin,Static
0.06,01-01-2024 10:16,01-01-2024 10:16,14.89,4552,1815,2.02,849,IoT,470,879.97,Medium,Round Robin,Dynamic
0.26,01-01-2024 10:17,01-01-2024 10:17,32.15,5803,2015,1.31,11,Enterprise DB,1901,350.3,Low,Round Robin,Dynamic
3.36,01-01-2024 10:18,01-01-2024 10:18,74.5,5987,3583,4.12,919,Cloud,2158,100.82,Low,Round Robin,Dynamic
4.69,01-01-2024 10:19,01-01-2024 10:19,69.86,6602,1857,8.5,403,Social Media,4724,175.91,Medium,Round Robin,Static
